Instance,Job,Operation,Machine,Start,End
tai100_20.txt - Instance 6,35,14,17,4650,4651
tai100_20.txt - Instance 6,33,18,6,4820,4855
tai100_20.txt - Instance 6,32,11,0,4996,5032
tai100_20.txt - Instance 6,63,10,4,4840,4882
tai100_20.txt - Instance 6,92,14,2,4997,5039
tai100_20.txt - Instance 6,0,13,4,4882,4927
tai100_20.txt - Instance 6,90,10,7,4833,4889
tai100_20.txt - Instance 6,38,13,15,4646,4731
tai100_20.txt - Instance 6,34,11,12,4399,4451
tai100_20.txt - Instance 6,85,13,9,4980,5032
tai100_20.txt - Instance 6,56,12,12,4610,4665
tai100_20.txt - Instance 6,62,13,15,4731,4795
tai100_20.txt - Instance 6,76,18,14,4864,4930
tai100_20.txt - Instance 6,59,11,7,4889,4956
tai100_20.txt - Instance 6,41,15,11,4894,4971
tai100_20.txt - Instance 6,64,14,10,4735,4810
tai100_20.txt - Instance 6,80,15,8,5030,5050
tai100_20.txt - Instance 6,71,14,17,4651,4742
tai100_20.txt - Instance 6,15,12,10,4810,4822
tai100_20.txt - Instance 6,42,9,17,4742,4745
tai100_20.txt - Instance 6,1,10,13,4587,4592
tai100_20.txt - Instance 6,57,11,0,5032,5043
tai100_20.txt - Instance 6,65,11,14,4930,4933
tai100_20.txt - Instance 6,48,10,17,4745,4763
tai100_20.txt - Instance 6,50,12,11,4971,4994
tai100_20.txt - Instance 6,65,12,17,4933,4994
tai100_20.txt - Instance 6,22,15,2,5039,5096
tai100_20.txt - Instance 6,99,11,3,5030,5054
tai100_20.txt - Instance 6,30,11,10,4822,4848
tai100_20.txt - Instance 6,53,14,7,4956,4983
tai100_20.txt - Instance 6,4,19,7,4983,4988
tai100_20.txt - Instance 6,43,14,12,4665,4694
tai100_20.txt - Instance 6,22,16,7,5096,5173
tai100_20.txt - Instance 6,68,10,12,4694,4729
tai100_20.txt - Instance 6,48,11,7,5173,5212
tai100_20.txt - Instance 6,90,11,11,4994,5076
tai100_20.txt - Instance 6,35,15,7,5212,5306
tai100_20.txt - Instance 6,75,14,8,5050,5110
tai100_20.txt - Instance 6,0,14,5,4927,5011
tai100_20.txt - Instance 6,65,13,2,5096,5153
tai100_20.txt - Instance 6,17,13,16,5045,5101
tai100_20.txt - Instance 6,77,9,14,4933,4989
tai100_20.txt - Instance 6,95,12,6,4855,4911
tai100_20.txt - Instance 6,44,11,12,4729,4736
tai100_20.txt - Instance 6,2,11,0,5043,5141
tai100_20.txt - Instance 6,69,15,17,4994,5077
tai100_20.txt - Instance 6,12,14,13,4597,4684
tai100_20.txt - Instance 6,40,17,13,4684,4771
tai100_20.txt - Instance 6,21,13,0,5141,5233
tai100_20.txt - Instance 6,36,12,3,5054,5091
tai100_20.txt - Instance 6,66,12,17,5077,5173
tai100_20.txt - Instance 6,62,14,10,4848,4852
tai100_20.txt - Instance 6,83,10,5,5011,5107
tai100_20.txt - Instance 6,67,13,11,5076,5157
tai100_20.txt - Instance 6,15,13,4,4927,4998
tai100_20.txt - Instance 6,91,12,16,5101,5115
tai100_20.txt - Instance 6,5,14,5,5107,5168
tai100_20.txt - Instance 6,88,13,16,5115,5193
tai100_20.txt - Instance 6,94,12,4,4998,5002
tai100_20.txt - Instance 6,16,12,6,4911,5003
tai100_20.txt - Instance 6,64,15,13,4810,4851
tai100_20.txt - Instance 6,44,12,4,5002,5058
tai100_20.txt - Instance 6,46,10,2,5153,5212
tai100_20.txt - Instance 6,66,13,16,5193,5275
tai100_20.txt - Instance 6,61,10,12,4736,4800
tai100_20.txt - Instance 6,23,15,6,5003,5008
tai100_20.txt - Instance 6,20,12,17,5173,5261
tai100_20.txt - Instance 6,72,12,19,4962,4979
tai100_20.txt - Instance 6,8,12,9,5032,5057
tai100_20.txt - Instance 6,82,12,11,5157,5182
tai100_20.txt - Instance 6,17,14,8,5110,5140
tai100_20.txt - Instance 6,38,14,1,4774,4819
tai100_20.txt - Instance 6,49,16,13,4851,4914
tai100_20.txt - Instance 6,42,10,8,5140,5211
tai100_20.txt - Instance 6,0,15,0,5233,5291
tai100_20.txt - Instance 6,76,19,6,5008,5084
tai100_20.txt - Instance 6,58,12,11,5182,5270
tai100_20.txt - Instance 6,15,14,17,5261,5348
tai100_20.txt - Instance 6,69,16,13,5077,5082
tai100_20.txt - Instance 6,24,12,13,5082,5090
tai100_20.txt - Instance 6,6,16,13,5090,5093
tai100_20.txt - Instance 6,98,15,15,4926,4935
tai100_20.txt - Instance 6,86,11,12,4807,4809
tai100_20.txt - Instance 6,35,16,13,5306,5319
tai100_20.txt - Instance 6,91,13,14,5115,5130
tai100_20.txt - Instance 6,41,16,10,4971,5018
tai100_20.txt - Instance 6,36,13,1,5091,5127
tai100_20.txt - Instance 6,81,15,16,5275,5321
tai100_20.txt - Instance 6,26,14,17,5348,5409
tai100_20.txt - Instance 6,18,12,10,5018,5075
tai100_20.txt - Instance 6,41,17,3,5091,5149
tai100_20.txt - Instance 6,84,16,4,5058,5062
tai100_20.txt - Instance 6,74,15,15,4935,5023
tai100_20.txt - Instance 6,35,17,11,5319,5358
tai100_20.txt - Instance 6,47,16,11,5358,5445
tai100_20.txt - Instance 6,60,17,13,5319,5324
tai100_20.txt - Instance 6,96,14,17,5409,5501
tai100_20.txt - Instance 6,74,16,4,5062,5088
tai100_20.txt - Instance 6,55,15,13,5324,5328
tai100_20.txt - Instance 6,57,12,15,5043,5075
tai100_20.txt - Instance 6,90,12,5,5168,5201
tai100_20.txt - Instance 6,19,10,4,5088,5090
tai100_20.txt - Instance 6,52,13,11,5445,5464
tai100_20.txt - Instance 6,12,15,19,4979,5028
tai100_20.txt - Instance 6,54,15,17,5501,5556
tai100_20.txt - Instance 6,48,12,15,5212,5269
tai100_20.txt - Instance 6,47,17,2,5445,5530
tai100_20.txt - Instance 6,22,17,11,5464,5528
tai100_20.txt - Instance 6,33,19,8,5211,5264
tai100_20.txt - Instance 6,91,14,15,5269,5280
tai100_20.txt - Instance 6,70,17,11,5528,5580
tai100_20.txt - Instance 6,92,15,13,5328,5402
tai100_20.txt - Instance 6,27,13,10,5075,5116
tai100_20.txt - Instance 6,55,16,5,5328,5343
tai100_20.txt - Instance 6,69,17,7,5306,5325
tai100_20.txt - Instance 6,42,11,3,5211,5237
tai100_20.txt - Instance 6,7,14,12,4809,4810
tai100_20.txt - Instance 6,98,16,3,5237,5266
tai100_20.txt - Instance 6,89,15,3,5266,5319
tai100_20.txt - Instance 6,62,15,8,5264,5296
tai100_20.txt - Instance 6,14,14,0,5291,5324
tai100_20.txt - Instance 6,2,12,18,5141,5176
tai100_20.txt - Instance 6,10,12,19,5028,5036
tai100_20.txt - Instance 6,59,12,9,5057,5080
tai100_20.txt - Instance 6,51,15,0,5324,5388
tai100_20.txt - Instance 6,74,17,12,5088,5129
tai100_20.txt - Instance 6,28,17,10,5116,5193
tai100_20.txt - Instance 6,56,13,10,5193,5236
tai100_20.txt - Instance 6,30,12,2,5530,5574
tai100_20.txt - Instance 6,11,12,15,5280,5339
tai100_20.txt - Instance 6,0,16,15,5339,5386
tai100_20.txt - Instance 6,34,12,17,5556,5604
tai100_20.txt - Instance 6,93,13,10,5236,5285
tai100_20.txt - Instance 6,51,16,3,5388,5395
tai100_20.txt - Instance 6,27,14,14,5130,5181
tai100_20.txt - Instance 6,37,18,9,5080,5147
tai100_20.txt - Instance 6,12,16,6,5084,5138
tai100_20.txt - Instance 6,10,13,5,5343,5398
tai100_20.txt - Instance 6,13,13,8,5296,5352
tai100_20.txt - Instance 6,73,16,14,5181,5238
tai100_20.txt - Instance 6,6,17,15,5386,5445
tai100_20.txt - Instance 6,95,13,16,5321,5363
tai100_20.txt - Instance 6,45,15,3,5395,5409
tai100_20.txt - Instance 6,99,12,15,5445,5508
tai100_20.txt - Instance 6,97,12,4,5090,5156
tai100_20.txt - Instance 6,54,16,18,5556,5640
tai100_20.txt - Instance 6,48,13,8,5352,5408
tai100_20.txt - Instance 6,23,16,3,5409,5476
tai100_20.txt - Instance 6,28,18,14,5238,5307
tai100_20.txt - Instance 6,89,16,4,5319,5397
tai100_20.txt - Instance 6,39,15,0,5388,5469
tai100_20.txt - Instance 6,78,12,2,5574,5659
tai100_20.txt - Instance 6,83,11,9,5147,5245
tai100_20.txt - Instance 6,3,17,16,5363,5453
tai100_20.txt - Instance 6,80,16,17,5604,5701
tai100_20.txt - Instance 6,35,18,15,5508,5598
tai100_20.txt - Instance 6,0,17,10,5386,5477
tai100_20.txt - Instance 6,1,11,1,5127,5220
tai100_20.txt - Instance 6,17,15,1,5220,5244
tai100_20.txt - Instance 6,11,13,19,5339,5435
tai100_20.txt - Instance 6,42,12,14,5307,5405
tai100_20.txt - Instance 6,45,16,1,5409,5508
tai100_20.txt - Instance 6,25,15,15,5598,5600
tai100_20.txt - Instance 6,67,14,2,5659,5663
tai100_20.txt - Instance 6,5,15,19,5435,5441
tai100_20.txt - Instance 6,31,12,13,5402,5410
tai100_20.txt - Instance 6,75,15,11,5580,5595
tai100_20.txt - Instance 6,31,13,4,5410,5428
tai100_20.txt - Instance 6,59,13,13,5410,5440
tai100_20.txt - Instance 6,15,15,11,5595,5647
tai100_20.txt - Instance 6,61,11,18,5640,5678
tai100_20.txt - Instance 6,72,13,12,5129,5168
tai100_20.txt - Instance 6,47,18,8,5530,5570
tai100_20.txt - Instance 6,24,13,18,5678,5687
tai100_20.txt - Instance 6,43,15,7,5325,5331
tai100_20.txt - Instance 6,63,11,11,5647,5670
tai100_20.txt - Instance 6,55,17,7,5343,5369
tai100_20.txt - Instance 6,32,12,12,5168,5216
tai100_20.txt - Instance 6,27,15,15,5600,5642
tai100_20.txt - Instance 6,23,17,4,5476,5555
tai100_20.txt - Instance 6,41,18,17,5701,5724
tai100_20.txt - Instance 6,87,15,19,5441,5504
tai100_20.txt - Instance 6,79,17,14,5405,5454
tai100_20.txt - Instance 6,71,15,10,5477,5482
tai100_20.txt - Instance 6,19,11,18,5687,5776
tai100_20.txt - Instance 6,53,15,3,5476,5565
tai100_20.txt - Instance 6,64,16,7,5369,5440
tai100_20.txt - Instance 6,8,13,4,5555,5646
tai100_20.txt - Instance 6,91,15,4,5646,5648
tai100_20.txt - Instance 6,29,13,17,5724,5818
tai100_20.txt - Instance 6,18,13,8,5570,5648
tai100_20.txt - Instance 6,59,14,8,5648,5746
tai100_20.txt - Instance 6,46,11,19,5504,5505
tai100_20.txt - Instance 6,74,18,10,5482,5543
tai100_20.txt - Instance 6,19,12,5,5776,5779
tai100_20.txt - Instance 6,86,12,6,5138,5143
tai100_20.txt - Instance 6,29,14,7,5818,5903
tai100_20.txt - Instance 6,43,16,6,5331,5362
tai100_20.txt - Instance 6,85,14,11,5670,5702
tai100_20.txt - Instance 6,21,14,11,5702,5735
tai100_20.txt - Instance 6,36,14,8,5746,5769
tai100_20.txt - Instance 6,80,17,4,5701,5735
tai100_20.txt - Instance 6,44,13,16,5453,5507
tai100_20.txt - Instance 6,50,13,3,5565,5607
tai100_20.txt - Instance 6,78,13,9,5659,5702
tai100_20.txt - Instance 6,1,12,17,5818,5864
tai100_20.txt - Instance 6,37,19,7,5903,5949
tai100_20.txt - Instance 6,73,17,16,5507,5553
tai100_20.txt - Instance 6,70,18,1,5580,5628
tai100_20.txt - Instance 6,65,14,10,5543,5601
tai100_20.txt - Instance 6,66,14,19,5505,5565
tai100_20.txt - Instance 6,38,15,2,5663,5725
tai100_20.txt - Instance 6,84,17,3,5607,5670
tai100_20.txt - Instance 6,68,11,14,5454,5518
tai100_20.txt - Instance 6,86,13,19,5565,5633
tai100_20.txt - Instance 6,41,19,15,5724,5768
tai100_20.txt - Instance 6,90,13,12,5216,5293
tai100_20.txt - Instance 6,86,14,5,5779,5857
tai100_20.txt - Instance 6,55,18,10,5601,5680
tai100_20.txt - Instance 6,88,14,19,5633,5714
tai100_20.txt - Instance 6,65,15,3,5670,5757
tai100_20.txt - Instance 6,65,16,0,5757,5845
tai100_20.txt - Instance 6,94,13,1,5628,5683
tai100_20.txt - Instance 6,20,13,2,5725,5815
tai100_20.txt - Instance 6,92,16,0,5845,5869
tai100_20.txt - Instance 6,17,16,18,5776,5813
tai100_20.txt - Instance 6,48,14,9,5702,5710
tai100_20.txt - Instance 6,63,12,12,5670,5679
tai100_20.txt - Instance 6,80,18,13,5735,5750
tai100_20.txt - Instance 6,16,13,17,5864,5882
tai100_20.txt - Instance 6,23,18,2,5815,5842
tai100_20.txt - Instance 6,26,15,18,5813,5828
tai100_20.txt - Instance 6,68,12,18,5828,5850
tai100_20.txt - Instance 6,14,15,1,5683,5707
tai100_20.txt - Instance 6,52,14,7,5949,5974
tai100_20.txt - Instance 6,19,13,6,5779,5791
tai100_20.txt - Instance 6,77,10,19,5714,5743
tai100_20.txt - Instance 6,38,16,3,5757,5787
tai100_20.txt - Instance 6,75,16,4,5735,5768
tai100_20.txt - Instance 6,49,17,16,5553,5596
tai100_20.txt - Instance 6,98,17,13,5750,5787
tai100_20.txt - Instance 6,32,13,8,5769,5817
tai100_20.txt - Instance 6,57,13,11,5735,5784
tai100_20.txt - Instance 6,7,15,1,5707,5763
tai100_20.txt - Instance 6,78,14,13,5787,5843
tai100_20.txt - Instance 6,40,18,18,5850,5919
tai100_20.txt - Instance 6,81,16,0,5869,5930
tai100_20.txt - Instance 6,22,18,9,5710,5773
tai100_20.txt - Instance 6,8,14,19,5743,5840
tai100_20.txt - Instance 6,58,13,1,5763,5831
tai100_20.txt - Instance 6,60,18,18,5919,5988
tai100_20.txt - Instance 6,6,18,6,5791,5884
tai100_20.txt - Instance 6,3,18,8,5817,5890
tai100_20.txt - Instance 6,47,19,3,5787,5864
tai100_20.txt - Instance 6,82,13,13,5843,5872
tai100_20.txt - Instance 6,25,16,10,5680,5762
tai100_20.txt - Instance 6,22,19,3,5864,5879
tai100_20.txt - Instance 6,49,18,15,5768,5855
tai100_20.txt - Instance 6,17,17,14,5813,5816
tai100_20.txt - Instance 6,28,19,1,5831,5861
tai100_20.txt - Instance 6,85,15,13,5872,5970
tai100_20.txt - Instance 6,20,14,7,5974,6073
tai100_20.txt - Instance 6,13,14,4,5768,5866
tai100_20.txt - Instance 6,16,14,7,6073,6124
tai100_20.txt - Instance 6,5,16,8,5890,5896
tai100_20.txt - Instance 6,91,16,8,5896,5939
tai100_20.txt - Instance 6,69,18,12,5679,5753
tai100_20.txt - Instance 6,86,15,16,5857,5878
tai100_20.txt - Instance 6,29,15,4,5903,5989
tai100_20.txt - Instance 6,83,12,6,5884,5927
tai100_20.txt - Instance 6,61,12,19,5840,5861
tai100_20.txt - Instance 6,93,14,8,5939,5945
tai100_20.txt - Instance 6,30,13,1,5861,5899
tai100_20.txt - Instance 6,14,16,16,5878,5931
tai100_20.txt - Instance 6,63,13,6,5927,5998
tai100_20.txt - Instance 6,25,17,14,5816,5828
tai100_20.txt - Instance 6,87,16,10,5762,5839
tai100_20.txt - Instance 6,67,15,0,5930,6010
tai100_20.txt - Instance 6,98,18,16,5931,5939
tai100_20.txt - Instance 6,23,19,19,5861,5870
tai100_20.txt - Instance 6,34,13,13,5970,6013
tai100_20.txt - Instance 6,25,18,13,6013,6051
tai100_20.txt - Instance 6,51,17,19,5870,5893
tai100_20.txt - Instance 6,92,17,17,5882,5905
tai100_20.txt - Instance 6,12,17,12,5753,5827
tai100_20.txt - Instance 6,95,14,18,5988,6023
tai100_20.txt - Instance 6,65,17,13,6051,6091
tai100_20.txt - Instance 6,96,15,1,5899,5940
tai100_20.txt - Instance 6,91,17,0,6010,6062
tai100_20.txt - Instance 6,56,14,19,5893,5973
tai100_20.txt - Instance 6,56,15,11,5973,6035
tai100_20.txt - Instance 6,42,13,2,5842,5912
tai100_20.txt - Instance 6,31,14,17,5905,5984
tai100_20.txt - Instance 6,10,14,16,5939,6024
tai100_20.txt - Instance 6,97,13,16,6024,6054
tai100_20.txt - Instance 6,30,14,14,5899,5931
tai100_20.txt - Instance 6,12,18,15,5855,5947
tai100_20.txt - Instance 6,11,14,3,5879,5884
tai100_20.txt - Instance 6,86,16,11,6035,6105
tai100_20.txt - Instance 6,30,15,19,5973,5977
tai100_20.txt - Instance 6,81,17,8,5945,5949
tai100_20.txt - Instance 6,64,17,4,5989,5995
tai100_20.txt - Instance 6,44,14,5,5857,5864
tai100_20.txt - Instance 6,42,14,7,6124,6159
tai100_20.txt - Instance 6,75,17,19,5977,6031
tai100_20.txt - Instance 6,18,14,2,5912,5968
tai100_20.txt - Instance 6,92,18,18,6023,6033
tai100_20.txt - Instance 6,79,18,9,5773,5780
tai100_20.txt - Instance 6,73,18,13,6091,6100
tai100_20.txt - Instance 6,19,14,2,5968,5982
tai100_20.txt - Instance 6,45,17,5,5864,5878
tai100_20.txt - Instance 6,99,13,16,6054,6068
tai100_20.txt - Instance 6,27,16,16,6068,6089
tai100_20.txt - Instance 6,7,16,17,5984,6020
tai100_20.txt - Instance 6,39,16,10,5839,5860
tai100_20.txt - Instance 6,2,13,6,5998,6020
tai100_20.txt - Instance 6,62,16,9,5780,5802
tai100_20.txt - Instance 6,26,16,11,6105,6166
tai100_20.txt - Instance 6,80,19,1,5940,5964
tai100_20.txt - Instance 6,12,19,7,6159,6184
tai100_20.txt - Instance 6,74,19,3,5884,5912
tai100_20.txt - Instance 6,0,18,12,5827,5856
tai100_20.txt - Instance 6,99,14,6,6068,6102
tai100_20.txt - Instance 6,89,17,1,5964,6061
tai100_20.txt - Instance 6,72,14,9,5802,5851
tai100_20.txt - Instance 6,20,15,5,6073,6110
tai100_20.txt - Instance 6,35,19,8,5949,5989
tai100_20.txt - Instance 6,34,14,8,6013,6024
tai100_20.txt - Instance 6,0,19,17,6020,6068
tai100_20.txt - Instance 6,20,16,16,6110,6164
tai100_20.txt - Instance 6,54,17,13,6100,6148
tai100_20.txt - Instance 6,53,16,16,6164,6214
tai100_20.txt - Instance 6,21,15,17,6068,6121
tai100_20.txt - Instance 6,49,19,11,6166,6219
tai100_20.txt - Instance 6,58,14,18,6033,6086
tai100_20.txt - Instance 6,39,17,8,6024,6080
tai100_20.txt - Instance 6,36,15,15,5947,6030
tai100_20.txt - Instance 6,24,14,14,5931,5989
tai100_20.txt - Instance 6,17,18,9,5851,5912
tai100_20.txt - Instance 6,43,17,5,6110,6142
tai100_20.txt - Instance 6,90,14,18,6086,6150
tai100_20.txt - Instance 6,15,16,12,5856,5923
tai100_20.txt - Instance 6,55,19,12,5923,5993
tai100_20.txt - Instance 6,94,14,3,5912,5989
tai100_20.txt - Instance 6,98,19,11,6219,6297
tai100_20.txt - Instance 6,50,14,0,6062,6107
tai100_20.txt - Instance 6,54,18,10,6148,6232
tai100_20.txt - Instance 6,70,19,8,6080,6167
tai100_20.txt - Instance 6,19,15,15,6030,6129
tai100_20.txt - Instance 6,73,19,11,6297,6305
tai100_20.txt - Instance 6,95,15,3,6023,6086
tai100_20.txt - Instance 6,13,15,2,5982,5984
tai100_20.txt - Instance 6,3,19,9,5912,5926
tai100_20.txt - Instance 6,25,19,6,6102,6111
tai100_20.txt - Instance 6,21,16,10,6232,6285
tai100_20.txt - Instance 6,68,13,4,5995,6093
tai100_20.txt - Instance 6,71,16,13,6148,6181
tai100_20.txt - Instance 6,59,15,1,6061,6098
tai100_20.txt - Instance 6,11,15,0,6107,6174
tai100_20.txt - Instance 6,48,15,19,6031,6032
tai100_20.txt - Instance 6,40,19,4,6093,6146
tai100_20.txt - Instance 6,79,19,16,6214,6312
tai100_20.txt - Instance 6,46,12,16,6312,6338
tai100_20.txt - Instance 6,75,18,2,6031,6098
tai100_20.txt - Instance 6,30,16,7,6184,6264
tai100_20.txt - Instance 6,66,15,0,6174,6188
tai100_20.txt - Instance 6,32,14,9,5926,6009
tai100_20.txt - Instance 6,75,19,9,6098,6178
tai100_20.txt - Instance 6,90,15,8,6167,6192
tai100_20.txt - Instance 6,13,16,15,6129,6227
tai100_20.txt - Instance 6,84,18,19,6032,6111
tai100_20.txt - Instance 6,92,19,12,6033,6086
tai100_20.txt - Instance 6,61,13,14,5989,5997
tai100_20.txt - Instance 6,64,18,19,6111,6195
tai100_20.txt - Instance 6,17,19,17,6121,6133
tai100_20.txt - Instance 6,13,17,9,6227,6276
tai100_20.txt - Instance 6,86,17,17,6133,6151
tai100_20.txt - Instance 6,5,17,4,6146,6206
tai100_20.txt - Instance 6,51,18,7,6264,6283
tai100_20.txt - Instance 6,94,15,9,6276,6296
tai100_20.txt - Instance 6,88,15,8,6192,6278
tai100_20.txt - Instance 6,62,17,3,6086,6157
tai100_20.txt - Instance 6,72,15,5,6142,6173
tai100_20.txt - Instance 6,1,13,0,6188,6224
tai100_20.txt - Instance 6,87,17,17,6151,6192
tai100_20.txt - Instance 6,95,16,7,6283,6299
tai100_20.txt - Instance 6,36,16,18,6150,6203
tai100_20.txt - Instance 6,38,17,12,6086,6144
tai100_20.txt - Instance 6,85,16,14,5997,6057
tai100_20.txt - Instance 6,66,16,13,6188,6251
tai100_20.txt - Instance 6,19,16,0,6224,6293
tai100_20.txt - Instance 6,60,19,1,6098,6181
tai100_20.txt - Instance 6,29,16,2,6098,6172
tai100_20.txt - Instance 6,6,19,5,6173,6210
tai100_20.txt - Instance 6,14,17,13,6251,6290
tai100_20.txt - Instance 6,63,14,8,6278,6357
tai100_20.txt - Instance 6,77,11,8,6357,6436
tai100_20.txt - Instance 6,20,17,6,6164,6246
tai100_20.txt - Instance 6,44,15,15,6227,6310
tai100_20.txt - Instance 6,52,15,13,6290,6374
tai100_20.txt - Instance 6,95,17,12,6299,6391
tai100_20.txt - Instance 6,65,18,11,6305,6399
tai100_20.txt - Instance 6,81,18,7,6299,6367
tai100_20.txt - Instance 6,16,15,5,6210,6253
tai100_20.txt - Instance 6,78,15,4,6206,6237
tai100_20.txt - Instance 6,96,16,3,6157,6232
tai100_20.txt - Instance 6,57,14,18,6203,6268
tai100_20.txt - Instance 6,59,16,4,6237,6271
tai100_20.txt - Instance 6,27,17,0,6293,6332
tai100_20.txt - Instance 6,36,17,0,6332,6403
tai100_20.txt - Instance 6,82,14,5,6253,6293
tai100_20.txt - Instance 6,24,15,4,6271,6312
tai100_20.txt - Instance 6,31,15,8,6436,6478
tai100_20.txt - Instance 6,90,16,10,6285,6360
tai100_20.txt - Instance 6,8,15,11,6399,6487
tai100_20.txt - Instance 6,86,18,10,6360,6409
tai100_20.txt - Instance 6,91,18,5,6293,6347
tai100_20.txt - Instance 6,1,14,5,6347,6441
tai100_20.txt - Instance 6,42,15,19,6195,6250
tai100_20.txt - Instance 6,24,16,16,6338,6363
tai100_20.txt - Instance 6,93,15,18,6268,6326
tai100_20.txt - Instance 6,72,16,2,6173,6233
tai100_20.txt - Instance 6,36,18,19,6403,6467
tai100_20.txt - Instance 6,34,15,9,6296,6364
tai100_20.txt - Instance 6,42,16,12,6391,6463
tai100_20.txt - Instance 6,69,19,15,6310,6383
tai100_20.txt - Instance 6,83,13,7,6367,6447
tai100_20.txt - Instance 6,26,17,3,6232,6253
tai100_20.txt - Instance 6,26,18,7,6447,6540
tai100_20.txt - Instance 6,85,17,10,6409,6497
tai100_20.txt - Instance 6,50,15,15,6383,6475
tai100_20.txt - Instance 6,68,14,15,6475,6516
tai100_20.txt - Instance 6,51,19,9,6364,6401
tai100_20.txt - Instance 6,14,18,7,6540,6583
tai100_20.txt - Instance 6,85,18,8,6497,6572
tai100_20.txt - Instance 6,67,16,4,6312,6321
tai100_20.txt - Instance 6,34,16,3,6364,6408
tai100_20.txt - Instance 6,46,13,18,6338,6437
tai100_20.txt - Instance 6,91,19,10,6497,6593
tai100_20.txt - Instance 6,56,16,2,6233,6293
tai100_20.txt - Instance 6,89,18,9,6401,6419
tai100_20.txt - Instance 6,99,15,8,6572,6586
tai100_20.txt - Instance 6,93,16,0,6403,6419
tai100_20.txt - Instance 6,29,17,11,6487,6504
tai100_20.txt - Instance 6,7,17,8,6586,6636
tai100_20.txt - Instance 6,30,17,15,6516,6560
tai100_20.txt - Instance 6,39,18,7,6583,6640
tai100_20.txt - Instance 6,45,18,17,6192,6257
tai100_20.txt - Instance 6,97,14,6,6246,6312
tai100_20.txt - Instance 6,43,18,11,6504,6538
tai100_20.txt - Instance 6,10,15,18,6437,6512
tai100_20.txt - Instance 6,65,19,5,6441,6519
tai100_20.txt - Instance 6,2,14,1,6181,6261
tai100_20.txt - Instance 6,63,15,19,6467,6551
tai100_20.txt - Instance 6,24,17,5,6519,6606
tai100_20.txt - Instance 6,31,16,6,6478,6572
tai100_20.txt - Instance 6,20,18,10,6593,6597
tai100_20.txt - Instance 6,18,15,17,6257,6265
tai100_20.txt - Instance 6,38,18,17,6265,6275
tai100_20.txt - Instance 6,77,12,7,6640,6662
tai100_20.txt - Instance 6,82,15,0,6419,6449
tai100_20.txt - Instance 6,58,15,16,6363,6402
tai100_20.txt - Instance 6,85,19,5,6606,6649
tai100_20.txt - Instance 6,66,17,4,6321,6377
tai100_20.txt - Instance 6,58,16,3,6408,6473
tai100_20.txt - Instance 6,53,17,12,6463,6489
tai100_20.txt - Instance 6,62,18,16,6402,6428
tai100_20.txt - Instance 6,15,17,0,6449,6476
tai100_20.txt - Instance 6,44,16,18,6512,6545
tai100_20.txt - Instance 6,24,18,10,6606,6641
tai100_20.txt - Instance 6,13,18,13,6374,6465
tai100_20.txt - Instance 6,32,15,10,6641,6684
tai100_20.txt - Instance 6,90,17,1,6360,6406
tai100_20.txt - Instance 6,43,19,13,6538,6588
tai100_20.txt - Instance 6,54,19,8,6636,6693
tai100_20.txt - Instance 6,18,16,6,6572,6632
tai100_20.txt - Instance 6,61,14,3,6473,6542
tai100_20.txt - Instance 6,71,17,18,6545,6619
tai100_20.txt - Instance 6,90,18,13,6588,6642
tai100_20.txt - Instance 6,21,17,8,6693,6721
tai100_20.txt - Instance 6,87,18,4,6377,6461
tai100_20.txt - Instance 6,11,16,18,6619,6713
tai100_20.txt - Instance 6,68,15,19,6551,6557
tai100_20.txt - Instance 6,64,19,16,6428,6502
tai100_20.txt - Instance 6,52,16,8,6721,6812
tai100_20.txt - Instance 6,48,16,0,6476,6555
tai100_20.txt - Instance 6,59,17,14,6271,6298
tai100_20.txt - Instance 6,95,18,1,6406,6419
tai100_20.txt - Instance 6,16,16,11,6538,6553
tai100_20.txt - Instance 6,96,17,19,6557,6580
tai100_20.txt - Instance 6,88,16,1,6419,6448
tai100_20.txt - Instance 6,56,17,7,6662,6665
tai100_20.txt - Instance 6,71,18,8,6812,6902
tai100_20.txt - Instance 6,94,16,6,6632,6675
tai100_20.txt - Instance 6,72,17,7,6665,6718
tai100_20.txt - Instance 6,99,16,10,6684,6741
tai100_20.txt - Instance 6,5,18,1,6448,6513
tai100_20.txt - Instance 6,8,16,10,6741,6805
tai100_20.txt - Instance 6,31,17,9,6572,6661
tai100_20.txt - Instance 6,48,17,14,6555,6645
tai100_20.txt - Instance 6,50,16,19,6580,6672
tai100_20.txt - Instance 6,84,19,0,6555,6647
tai100_20.txt - Instance 6,58,17,0,6647,6711
tai100_20.txt - Instance 6,61,15,16,6542,6635
tai100_20.txt - Instance 6,27,18,17,6332,6333
tai100_20.txt - Instance 6,81,19,5,6649,6652
tai100_20.txt - Instance 6,19,17,11,6553,6565
tai100_20.txt - Instance 6,10,16,11,6565,6587
tai100_20.txt - Instance 6,96,18,11,6587,6627
tai100_20.txt - Instance 6,42,17,6,6675,6722
tai100_20.txt - Instance 6,26,19,6,6722,6779
tai100_20.txt - Instance 6,72,18,16,6718,6792
tai100_20.txt - Instance 6,11,17,7,6718,6782
tai100_20.txt - Instance 6,57,15,9,6661,6730
tai100_20.txt - Instance 6,15,18,19,6672,6742
tai100_20.txt - Instance 6,83,14,17,6447,6517
tai100_20.txt - Instance 6,36,19,4,6467,6543
